cv_id,job_id,score
8776,53,0.16596507260165644
1656,107,0.165952114590383
5206,49,0.16594842999392947
7899,5,0.16593300969014865
1208,5,0.16591568422752057
4039,27,0.1658288389784019
2217,27,0.16582752521187505
5156,68,0.16580873188968265
7067,5,0.16576248839814864
8492,53,0.1657078058185714
5598,76,0.16549930451233114
9655,12,0.16549887029112753
8941,3,0.16541535932068188
809,2,0.1654104641083779
6189,37,0.1653790470767189
7851,37,0.16535594915121726
3683,81,0.1653240374733148
661,68,0.16525779166594878
1357,3,0.1651780784411159
6622,37,0.1651721893381376
2632,76,0.16503566795875882
6122,31,0.16502757499530402
6667,2,0.1649672467322802
3260,12,0.16492951173077425
7966,3,0.16492696642921256
5461,29,0.16488607548025008
7824,53,0.1648425424671554
522,12,0.16473776993400496
5956,49,0.16471104847333617
4301,12,0.16465950698929807
9323,49,0.16461789057739257
9078,13,0.16461360704905245
7259,76,0.16456388925942184
682,37,0.1645246604079741
345,53,0.16445010586883965
9040,72,0.16437930227469905
8850,72,0.1643540668802424
3336,47,0.1643426253383289
2293,81,0.16417934276407817
2065,3,0.1640565366396618
5211,76,0.16398100731468138
4548,49,0.16396089056808033
8826,76,0.16394428762034957
6267,72,0.16388675765275018
7916,29,0.16382462962797273
3521,13,0.16382159975393865
9538,2,0.16379000081003128
1469,81,0.16378945477394047
1406,49,0.16377665356728305
6683,37,0.1637709886715171
5830,5,0.16373043532013773
6904,2,0.16371916101862297
7520,81,0.1637190152583059
6080,53,0.163669078518793
6580,27,0.16361083884697736
9079,47,0.16355157498495737
7963,68,0.16347438419293606
5798,37,0.16343405501375172
5757,76,0.16340750492295716
3785,31,0.16339742975803392
3712,37,0.16336671934606717
8397,2,0.16336220020041184
1596,2,0.16332997998647728
1202,76,0.1631260922396856
544,53,0.16310746600915
3042,142,0.1629935417736184
8213,31,0.1629344193430028
7754,0,0.16292114214279083
1900,2,0.16291801409046813
7217,72,0.1629093194664884
1342,31,0.16290795487281343
643,2,0.16287236910084973
1879,5,0.16284753425101103
4397,107,0.16282593261182532
5408,49,0.16281361669691882
985,72,0.16281046816586003
2640,2,0.16275173313847882
6205,76,0.1627219225403329
4959,68,0.16268007413398383
9469,68,0.16266653290020577
2198,36,0.16265467294803848
8018,37,0.1625724095751706
2768,36,0.16255290522124208
7222,36,0.16248183107719938
7351,29,0.1624798894594958
2941,2,0.16244543924408075
8534,12,0.1623989120045272
3919,47,0.1622012029498947
1630,37,0.16217554282992586
4255,196,0.16212115431469365
9850,3,0.16211839355403856
8548,36,0.16206480911401785
7047,196,0.16204787014478106
6046,31,0.16194297085121748
2974,36,0.16187085028277312
8932,53,0.1618621595870321
4094,36,0.16178878818168782
543,36,0.161411116110831
6977,37,0.1613388184837444
531,3,0.161282572970875
5336,36,0.16126558517294076
5575,13,0.16114822974193724
434,37,0.1611264252965018
1832,3,0.1610702778573776
2324,49,0.16103757723589127
9699,72,0.16100689681333352
275,196,0.1609599058655715
181,12,0.16094173105722967
7871,12,0.16093469181810577
3863,12,0.16073845034902717
8050,12,0.160720230879468
2715,37,0.16064033848388726
6493,196,0.16062876540740773
182,3,0.1606120945655195
3639,12,0.16056415206551525
5103,53,0.16049177759108538
3399,31,0.16048855014988891
1196,12,0.16041931967471715
4602,36,0.16035124542002527
3386,27,0.16033004354446304
3670,12,0.16027594060238648
9521,3,0.1602587749340242
681,12,0.1601365021688108
7246,2,0.16012235316763837
6519,3,0.15992648385675043
9746,196,0.1598949159206274
1548,27,0.15981202263113414
2637,12,0.15979899703813885
9951,3,0.1597899587052103
5078,31,0.1597704179442126
351,12,0.1596830661823624
8336,15,0.1596810490611705
6293,72,0.15957082295502756
6655,37,0.15938423437569377
519,3,0.15930513815036895
1040,15,0.1592735362857187
9317,53,0.1592000824484636
9044,100,0.15914555465811453
6270,53,0.15912627228239126
2075,36,0.15910734272861815
3648,15,0.1590933759764869
9707,2,0.15905968445767557
6039,36,0.15905447424630914
4460,47,0.15897018910423288
2294,15,0.15894223474327498
2929,2,0.15893497226312012
5843,3,0.15889875895703404
5164,3,0.15889448597923475
4200,20,0.15887709275799095
6264,53,0.15886685295447872
3307,12,0.15884071028121458
46,31,0.15882824348214492
6758,2,0.15880318143380745
2995,31,0.15880109983967033
7895,49,0.15879499255774765
